'timestamp', 'temperature', 'humidity', 'pressure'
"2023-11-12 22:37:21.994266+00:00" 23.11153394068242 28.6865718652855 980.1972298604917
"2023-11-12 22:37:23.023749+00:00" 23.09634364640806 28.692462580426078 980.2288515415739
"2023-11-12 22:37:24.046447+00:00" 23.106470508966595 28.72552843686335 980.2447222515741
"2023-11-12 22:37:25.068738+00:00" 23.106470508966595 28.73662624323734 980.2170085781859
"2023-11-12 22:37:26.091349+00:00" 23.101407077541808 28.736739630496764 980.236786883126
"2023-11-12 22:37:27.114249+00:00" 23.11153394068242 28.764257521768705 980.2526576469162
"2023-11-12 22:37:28.136680+00:00" 23.106470508966595 28.764370602434848 980.1892949237657
"2023-11-12 22:37:29.158565+00:00" 23.101407077541808 28.736739630496764 980.236786883126
"2023-11-12 22:37:30.180971+00:00" 23.101407077541808 28.720093097459742 980.236786883126
"2023-11-12 22:37:31.203619+00:00" 23.101407077541808 28.742288456929987 980.2090734390456
"2023-11-12 22:37:32.225849+00:00" 23.101407077541808 28.753386082927772 980.236786883126
"2023-11-12 22:37:33.247413+00:00" 23.101407077541808 28.77558122744865 980.2090734390456
"2023-11-12 22:37:34.269881+00:00" 23.101407077541808 28.764483673100656 980.236786883126
"2023-11-12 22:37:35.291971+00:00" 23.101407077541808 28.753386082927772 980.2090734390456
"2023-11-12 22:37:36.314713+00:00" 23.101407077541808 28.72564195076164 980.1813600139327
"2023-11-12 22:37:37.337400+00:00" 23.101407077541808 28.720093097459742 980.2645003461744
